Timestamp,Hospital Name,Hospital Full Name,Hospital Address,City Name(Hospital) ,Bing Address,Disease Name,Rate Staff,Rate Medical Facilities,Rate Parking,Rate Ward Facilities,Overall Ratings,Any Suggestions
3/13/2021 12:55:25,Clear Skin Hospital,,"ClearSkin, CII-5, Shardaram Park Opp. Ruby Hospital, Sasoon Rd, Pune, Maharashtra 411001",Pune,"Clearskin, CII-5, Shardaram Park Opp. Ruby Hospital, Sasoon Road, Pune, Maharashtra 411001",Acne,3,4,4,,4,
3/13/2021 12:57:17,Clear Skin Hospital,,"ClearSkin, CII-5, Shardaram Park Opp. Ruby Hospital, Sasoon Rd, Pune, Maharashtra 411001",Pune,"Clearskin, CII-5, Shardaram Park Opp. Ruby Hospital, Sasoon Road, Pune, Maharashtra 411001",Acne,4,5,4,,4,
3/13/2021 12:58:25,Clear Skin Hospital Kharadi,,"ClearSkin, 2nd Floor Above Shivshakti Electronics. Near Shivshakti Furniture Opp Chamadia Godown, Mundhwa - Kharadi Rd, Raghoba Patil Nagar, Santipur, Thite Nagar, Kharadi, Pune, Maharashtra 411014",Pune,"Clear Skin, Raghoba Patil Nagar, Santipur, Thite Nagar, Kharadi, Pune, Maharashtra, India",Acne,4,4,5,,4,
3/13/2021 12:59:28,Clear Skin Hospital Kharadi,,"ClearSkin, 2nd Floor Above Shivshakti Electronics. Near Shivshakti Furniture Opp Chamadia Godown, Mundhwa - Kharadi Rd, Raghoba Patil Nagar, Santipur, Thite Nagar, Kharadi, Pune, Maharashtra 411014",Pune,"Clear Skin, Raghoba Patil Nagar, Santipur, Thite Nagar, Kharadi, Pune, Maharashtra, India",Acne,5,5,5,,5,
3/13/2021 13:01:12,Clear Skin Hospital Kharadi,,"ClearSkin, 2nd Floor Above Shivshakti Electronics. Near Shivshakti Furniture Opp Chamadia Godown, Mundhwa - Kharadi Rd, Raghoba Patil Nagar, Santipur, Thite Nagar, Kharadi, Pune, Maharashtra 411014",Pune,"Clear Skin, Raghoba Patil Nagar, Santipur, Thite Nagar, Kharadi, Pune, Maharashtra, India",Acne,4,4,4,4,4,
3/13/2021 13:02:34,Oliva Clinic,"Oliva Clinic Kalyani Nagar: Laser Hair Removal, PRP, Hair Loss, Hair Fall, Acne Scar, Skin Lightening Treatments In Pune– Best Dermatologist, Skin Specialist","Fortaleza Complex, Ground Floor, below NM Medical & Gold's Gym, Kalyani Nagar, Pune, Maharashtra 411014",Pune,"Oliva Skin & Hair Clinic, Ground Floor, Fortaleza Complex, Below NM Medical & Gold's Gym, Kalyani Nagar, Pune, Maharashtra, India",Acne,5,5,5,4,5,
3/13/2021 13:04:01,Oliva Clinic,"Oliva Clinic Kalyani Nagar: Laser Hair Removal, PRP, Hair Loss, Hair Fall, Acne Scar, Skin Lightening Treatments In Pune– Best Dermatologist, Skin Specialist","Fortaleza Complex, Ground Floor, below NM Medical & Gold's Gym, Kalyani Nagar, Pune, Maharashtra 411014",Pune,"Oliva Skin & Hair Clinic, Ground Floor, Fortaleza Complex, Below NM Medical & Gold's Gym, Kalyani Nagar, Pune, Maharashtra, India",Acne,4,5,4,3,4,
3/13/2021 13:05:06,Neo Skin & Hair Clinic,"Neo Skin & Hair Clinic | Best Skin Clinic in Aundh,Pune | Acne Scar Treatment,Hair Loss,Laser Hair Removal,Dermatology Clinic in Aundh,Baner,Pune","2nd Floor, Laxmi Plaza, Above FINE FOODS, next to Gaikwad Petrol Pump, Aundh, Pune, Maharashtra 411007",Pune,"Cowerkz Co-Working Space, 2nd Floor, Laxmi Plaza, Aundh Next to Gaikwad Petrol Pump, Above Fine Foods, Pune, Maharashtra 411007, Pune, Maharashtra 411007",Acne,4,5,4,,4,
3/13/2021 13:06:04,Aniva Pimples Skin Hair Clinic,Aniva Pimples Skin Hair Clinic & Hair Transplant Center Aundh-Best Hair loss | Acne | Dermatologist | Skin Doctor |Dandruff Treatment Specialist in Aundh Sangvi Pashan,"Disha Apartment , Flat No 5 Near SBI Bank, DP Rd, beside Planet Fashion Parihar Chowk, Aundh, Pune, Maharashtra 411007",Pune,"D P Road, Pune, Maharashtra-411007",Acne,4,3,4,4,4,
3/13/2021 13:06:58,"Eva-Pimple,Skin & Hair Clinic",,"Mauli Chowk, Aabai Tower, Flat no 201, Second floor, Datta Mandir Rd, Shankar Kalat Nagar, Wakad, Pune, Maharashtra 411057",Pune,"Eva-Pimple,Skin & Hair Clinic, Aabai Tower, Datta Mandir Road, Shankar Kalat Nagar, Wakad, Near Life Style, Pune, Maharashtra 411057",Acne,4,5,4,4,5,
3/13/2021 13:08:47,Skin City Hospital,,"The Nucleus Mall, F5, F6 a, F6b, F7, F8 & S9, Floor 1 & 2nd, Church Path, opposite Commissioner Office, Camp, Pune, Maharashtra 411001",Pune,"The Nucleus Mall, F5, F6 a, F6b, F7, F8 & S9, Floor 1 & 2nd, Church Path, opposite Commissioner Office, Camp, Pune, Maharashtra 411001",Acne,4,4,4,3,4,
3/13/2021 13:09:59,The Skin Doctors,"The Skin Doctors, Pimple Saudagar","Shop no 263, vision 9 mall, Kunal Icon Rd, Pimple Saudagar, Pune, Maharashtra 411027",Pune,"The Skin Doctors, Office NO 511, Fortuna Complex, OPP Mcdonalds, Near Shivar Garden, Pimple Saudagar, Pune, Maharashtra, India",Acne,5,5,5,4,5,
3/13/2021 13:10:58,Skin World India Hospital,"Skin World India - Dermatologist in Koregaon Park and Pune, Best Dermatologist, Skin Specialist Doctor in India","2nd floor, Ganga Commerce, Lane No.5, Corner, N Main Rd, Koregaon Park, Pune, Maharashtra 411001",Pune,"201 Ganga Commerce, Lane 5 Corner, North Main Road, Koregaon Park, Pune, Maharashtra 411001",Acne,4,5,4,3,4,
3/13/2021 13:11:50,Clear Skin Clinic,,"ClearSkin, Near Golds Gym, Govind Yashada Chowk Pimple Saudagar Pimpri Chinchwad, Sai Nagar Park, Pimple Gurav, Pune, Maharashtra 411027",Pune,"Clearskin, Near Golds Gym, Govind Yashada Chowk Pimple Saudagar, Pimpri Chinchwad, Sai Nagar Park, Pimple Gurav, Pune, Maharashtra 411027",Acne,4,4,4,,4,
3/13/2021 13:13:09,National Aids Research Center Hospital,National Aids Research Center,"Wadarvadi, Pune, Maharashtra 411016",Pune,"13, Shukrawar Peth, DR Kotnis Hospital, Plaza Hotel, Shukrawar Peth, Pune, Maharashtra 411002",AIDS,5,4,5,4,5,
3/13/2021 13:14:18,Cipla Palliative Care Hospital,,"118/1, Mumbai-Banglore Road, Warje, opposite Popular Nagar, Pune, Maharashtra 411058",Pune,"Off Mumbai-Bangalore Bypass Road, Warje, Pune, Maharashtra 411058",AIDS,5,4,4,4,4,
3/13/2021 13:15:21,Dr. Milind Kulkarni Clinic,Dr. Milind Kulkarni | HIV & AIDS Doctor in Pune,"Guru krupa Complex, No.7, Vishrantwadi Airport Rd, Siddheshwar Nagar, Kasturba Housing Society, Visharant Wadi, Pune, Maharashtra 411015",Pune,"Guru Krupa Complex, No.7, Vishrantwadi Airport Road, Kasturba Housing Society, Pune, Maharashtra 411015",AIDS,5,5,5,4,5,
3/13/2021 13:17:28,Prayas Amrita Clinic,"PRAYAS Amrita Clinic, Dr. Vinay Kulkarni","Karve Road, Corner, Chatrapati Sambhaji Maharaj Bridge, Deccan Gymkhana, Pune, Maharashtra 411004",Pune,"Prayas-Amrita Clinic, Athawale Corner, Karve Road, Deccan Gymkhana, Pune, Maharashtra 411004",AIDS,5,5,5,,5,
3/13/2021 13:18:18,Dr. Ameet Dravid,,"House 797, Office No 5, Harmony, 1A, Bhandarkar Rd, Deccan Gymkhana, Pune, Maharashtra 411004",Pune,"Bhandarkar Road, Pune, Maharashtra-411004",AIDS,5,5,5,,5,
3/13/2021 13:19:17,Bora Hospital,,"589, Dhor Galli,Ganesh Peth Road, Ganesh Peth, Pune, Maharashtra 411002",Pune,"Dhor Gali, Sr No 589, Opp Pravin Masalewale, Near Ranka Jewellers, Ganesh Peth, Pune, Maharashtra 411002",AIDS,3,4,3,4,3,
3/13/2021 13:20:02,National Aids Research Institute ART Hospital,National Aids Research Institute ART centre,"Swastik Society, Model Colony, Shivajinagar, Pune, Maharashtra 411016",Pune,"Fergusson College Road, Gokhley Nagar, Pune, Maharashtra 411004",AIDS,5,5,4,,5,
3/13/2021 13:20:54,Cipla Cancer and Aids Foundation Hospital,,"118/1, Mumbai-Banglore Road, Warje, opposite Popular Nagar, Pune, Maharashtra 411058",Pune,"Off Mumbai-Bangalore Bypass Road, Warje, Pune, Maharashtra 411058",AIDS,5,4,4,,4,
3/13/2021 13:21:41,Spandan Hospital,,"Sr no 19-3 plot no A-1 Bhoir Plaza, Dange Chowk Rd, Pune, Maharashtra 411033",Pune,"Bhoir Plaza, Shop NO 2 S NO 19/3, CTS 4922, Dange Chowk, Chinchwad, Pune, Maharashtra 411033",AIDS,4,3,4,4,4,
3/13/2021 13:23:06,NARI-PMC Clinical Hospital,,"Survey No.996, Gokhale Road, Near Deep Bunglow Chowk, Model Colony, Pune, Maharashtra 411016",Pune,"Gokhale Road, Pune, Maharashtra-411016",AIDS,5,5,3,,5,
3/13/2021 13:24:11,Sahyadri Super Speciality Hospital,,"Plot No. 30-C, Erandvane, Karve Rd, Deccan Gymkhana, Pune, Maharashtra 411004",Pune,"Plot no.30 – C, Deccan Gymkhana, Pune, Maharashtra 411004",Alcoholic hepatitis,4,3,3,4,4,
3/13/2021 13:24:58,Sahyadri Super Speciality Hospital,,"Plot No. 30-C, Erandvane, Karve Rd, Deccan Gymkhana, Pune, Maharashtra 411004",Pune,"Plot no.30 – C, Deccan Gymkhana, Pune, Maharashtra 411004",Alcoholic hepatitis,2,3,1,3,3,
3/13/2021 13:25:54,Jeevanjyoti Hospital,,"MHASKE COMPLEX OPP SHIVARATNA HOTEL, Kalewadi Phata, Pune, 411017",Pune,"Opp. Hotel Athvan, Nr. Jyotiba Mandir, Pimpri, Kalewadi, Rahatani, Near Anand Motton Shop, Pune, Maharashtra 411019",Alcoholic hepatitis,4,3,2,3,3,
3/13/2021 13:27:24,Jeevanjyoti Hospital,,"MHASKE COMPLEX OPP SHIVARATNA HOTEL, Kalewadi Phata, Pune, 411017",Pune,"Opp. Hotel Athvan, Nr. Jyotiba Mandir, Pimpri, Kalewadi, Rahatani, Near Anand Motton Shop, Pune, Maharashtra 411019",Alcoholic hepatitis,2,3,1,2,2,
3/13/2021 13:28:36,Jehangir Hospital,,"32, Sasoon Road Opposite Railway Station, Central Excise Colony, Sangamvadi, Pune, Maharashtra 411001",Pune,"32 Sassoon Road, Pune, Maharashtra 411001",Alcoholic hepatitis,3,2,3,4,3,
3/13/2021 13:29:22,Columbia Asia Hospital,,"22, 2A, Mundhwa - Kharadi Rd, Near Nyati Empire, Santipur, Thite Nagar, Kharadi, Pune, Maharashtra 411014",Pune,"22/2A, Near Nyati Empire, Kharadi Bypass Road, Pune, Maharashtra 410014",Alcoholic hepatitis,1,1,2,,2,
3/13/2021 13:30:16,Sahyadri Super Specialty Hospital,,"SN 163, Bhosale Garden Rd, beside Bhosale Nagar, Hadapsar, Pune, Maharashtra 411028",Pune,"G & G Towers, S No 153/A, Hissa No 1 To 4 / 21, Magarpatta Corner, Pune-Solapur Road, Pune - Solapur Road, Hadapsar, Pune, Maharashtra 411028",Alcoholic hepatitis,5,4,5,5,5,
3/13/2021 13:31:08,Sahyadri Super Specialty Hospital,,"SN 163, Bhosale Garden Rd, beside Bhosale Nagar, Hadapsar, Pune, Maharashtra 411028",Pune,"G & G Towers, S No 153/A, Hissa No 1 To 4 / 21, Magarpatta Corner, Pune-Solapur Road, Pune - Solapur Road, Hadapsar, Pune, Maharashtra 411028",Alcoholic hepatitis,2,3,1,3,2,
3/13/2021 13:32:16,Dr. Sushil Chaudhary Clinic,,"C/o Skinovate Laser and Cosmetic Surgery Center, Office No 302/303 Royal Avenue, Pimple Saudagar, Pune - 411027, Near Shivar Garden",Pune,"Office NO 302 AND 303, Third Floor, Royal Avenue, Near Axis Bank, Rahatani Road, Pune, Maharashtra 411027",Allergy,5,5,4,,5,
3/13/2021 13:34:51,The Medicosmetic Clinic,The MediCosmetic Clinic: Skin - Hair - Laser (Best Cosmetologist in Pune),"Office:-6 1st Floor, Nine Hills Plaza, N I B M Road-Kondhwa Budruk, Pune - 411048, Near Nibm Annex",Pune,"403, Ganeesham E, Nashik Phata Road, Sai Nagar Park, Govind Yashada Chowk, Pune, Maharashtra",Allergy,5,4,4,4,4,
3/13/2021 13:35:35,Shree Ayurved and Panchakarma Hospital,,"Survey No 43, Nagar Road, Chandan Nagar-kharadi, Pune - 411014, Behind Balaji Hospital ",Pune,"Sr No 43, Pathare Thube Nagar, Behind Balaji Hospital, Nagar Road, Bypass Chowk, Chandannagar, Samrat Ashok Road, Pune, Maharashtra 411014",Allergy,5,5,4,,5,
3/13/2021 13:36:38,Dr. Anuradha's Ayurvedic Clinic,Dr. Anuradha's Ayurvedic Clinic- Pimple Saudagar,"Row House No S3, Pimple Saudagar, Pune - 411027, Near Kunal Ikon Shubhashree Woods ",Pune ,"Shop No 4, Sonai Apartment, Pune, Maharashtra",Allergy,5,5,4,,5,
3/13/2021 13:39:49,Dr. Batra's Healthcare Hospital,"Dr Batra's Homeopathy, Office No 101, 1st Floor, Shree Capital, Baner Rd, opposite Oriental Bank of Commerce, Baner, Pune, Maharashtra 411045","Office No 101, 1st Floor, Shree Capital, Baner Rd, opposite Oriental Bank of Commerce, Baner, Pune, Maharashtra 411045",Pune,"No 101 & 103, 1st Floor, Doctors House, Plot No 101, Sector 21, Navi Mumbai, Maharashtra 400706",Allergy,4,4,3,,4,
3/13/2021 13:40:54,Jiva Ayurveda Clinic,,"Kant Helix, 4th Floor, Chinchwadgaon Road, Chinchwad, Pune - 411033, Near Ramkrishna More Auditorium ",Pune,"Chinchwad Gaon Road, Haveli, Maharashtra-411035",Allergy,5,4,3,,4,
3/13/2021 13:41:58,Miracle Touch Clinic,,"413, Fortuna Complex, Opp. Mac Donald,, Pimple Saudagar, near Shiwar Chowk, Pune, Maharashtra 411027",Pune,"Wakad Nashik Phata Road, Shivar Chowk, Pimple Saudagar, Pimpri Chinchwad, Maharashtra 411027",Allergy,4,4,5,,4,
3/13/2021 13:43:01,Cure Homoeopathic Clinic,"Cure Homoeopathic Clinic, Metro9, Office no. 6, Aundh - Ravet BRTS Rd, Rahatani, Pimple Saudagar, Wakad, Pimpri-Chinchwad, Maharashtra 411035","Metro9, Office no. 6, Aundh - Ravet BRTS Rd, Rahatani, Pimple Saudagar, Wakad, Pimpri-Chinchwad, Maharashtra 411035",Pune,"Midc, Sambhaji Nagar, Chinchwad, Pune, Maharashtra 411019",Allergy,5,4,4,4,4,
3/13/2021 13:44:05,Clear Skin And Hair Md Clinic,,"ClearSkin, CII-5, Shardaram Park Opp. Ruby Hospital, Sasoon Rd, Pune, Maharashtra 411001",Pune,"Raghoba Patil Nagar, Santipur, Thite Nagar, Kharadi, Pune, Maharashtra 411014",Allergy ,4,5,5,,5,
3/13/2021 14:34:40,Dr Nilesh S Patil Rheumatologist,,"Sancheti hospital 16, Shivajinagar, Pune, Maharashtra 411005",Pune,"Sancheti Hospital 16, Shivajinagar, Pune, Maharashtra",Arthritis,5,5,5,,5,
3/13/2021 14:35:50,Dr Nilesh S Patil Rheumatologist,,"Sancheti hospital 16, Shivajinagar, Pune, Maharashtra 411005",Pune,"Sancheti Hospital 16, Shivajinagar, Pune, Maharashtra",Arthritis,5,4,4,,4,
3/13/2021 14:36:56,Dr. Laxmi Waprani Clinic,,"EON Speciality Clinic, Mundhwa - Kharadi Rd, next to Rakshak Hospital, Shree Ram Society, Kharadi, Pune, Maharashtra 411014",Pune,"Wellness Plus Polyclinic, Ground Floor, Sai Apex, Dutta Mandir Chowk, Viman, Nagar, Pune, Maharashtra 411014",Arthritis,4,4,5,,4,
3/13/2021 14:37:50,Arthritis Cure Therapist Clinic,"arthritis cure therapist, 11 neelkanth apartment, opposite Atrey Society - D, Gujrat Colony, Kothrud, Pune, Maharashtra 411038","11 neelkanth apartment, opposite Atrey Society - D, Gujrat Colony, Kothrud, Pune, Maharashtra 411038",Pune,"Gujarat Colony, Pune, Pune District, Maharashtra",Arthritis,5,5,5,,5,
3/13/2021 14:38:40,Dr. Abhishek Zanwar Clinic,"Dr. Abhishek Zanwar, MD, DM(Rheumatology), Ruby Hall Clinic, Sasoon Rd, Sangamvadi, Pune, Maharashtra 411001","PET-CT, RUBY HALL CLINIC, Sasoon Rd, Sangamvadi, Pune, Maharashtra 411001",Pune,"Olive Health Centre Row House Number-5, Lunkad Gardens, Datta Mandir Chowk, Landmark: Opposite Hdfc Bank, Pune, Maharashtra",Arthritis,5,5,5,5,5,
3/13/2021 14:39:30,Dr. Abhishek Zanwar Clinic,"Dr. Abhishek Zanwar, MD, DM(Rheumatology), Ruby Hall Clinic, Sasoon Rd, Sangamvadi, Pune, Maharashtra 411001","PET-CT, RUBY HALL CLINIC, Sasoon Rd, Sangamvadi, Pune, Maharashtra 411001",Pune,"Olive Health Centre Row House Number-5, Lunkad Gardens, Datta Mandir Chowk, Landmark: Opposite Hdfc Bank, Pune, Maharashtra",Arthritis,4,4,5,,4,
3/13/2021 14:40:17,Sai Allergy asthma Eye Children Hospital,"Sai Allergy asthma Eye Children Hospital Pune, 102,A2, wing 1st Flr, Aranyeshwar Park Phase 2 , Aranyeshwar, Taljai Rd, Parvati Paytha, Pune, Maharashtra 411009","102,A2, wing 1st Flr, Aranyeshwar Park Phase 2 , Aranyeshwar, Taljai Rd, Parvati Paytha, Pune, Maharashtra 411009",Pune,"1St Floor, Araneshwar Park, Phase 2 Buillding, Near Araneshwar Mandir, Icici Bank Building, Krantiveer Chandrashekhar Azad Path, Pune, Maharashtra 411009",Bronchial Asthma,5,5,4,,5,
3/13/2021 14:40:59,Dr. Rahul Chavan Clinic,"Dr Rahul Chavan Specialist Doctor Fever, Cough, Cold, Rhinitis, Bronchitis, Asthma, Allergy, COPD, sleep disorders, Lung Infections, Infectious diseases Consultant Physician and Pulmonologist","Sigma Clinic, 3rd floor Above AXIS bank, near Beverly hills, Pan Card Club Rd, Baner, Pune, Maharashtra 411045",Pune,"Row House Number 2, Pune, Maharashtra",Bronchial Asthma,5,5,4,,5,
3/13/2021 14:41:58,Dr. Kinila T Mohan Clinic,"Dr. Kinila T Mohan MD( USA) FCCP, above Tatva hotel, Datt mandir road omega building, Wakad, Pimpri-Chinchwad, Maharashtra 411033","above Tatva hotel, Datt mandir road omega building, Wakad, Pimpri-Chinchwad, Maharashtra 411033",Pune,"1 St Floor, Prakash Florence, Kaverinagar Police Colony Road, Wakad, Near Kalewadi Phata, Opposite Icici Bank Atm, Shri Chatrapati Shivaji Maharaj Road, Pune, Maharashtra 411057",Bronchial Asthma,3,4,3,,3,
3/13/2021 14:42:47,Dr Narayan Survase Clinic,"Dr Narayan Survase - General Physician, diabetologist, best diabetes specialist, good asthma treatment, hypertension, high bp, thyroid doctor in wakad","1st Floor, Solitaire Business Hub, Kalewadi Phata, opp. Hotel Ambiance, Wakad, Pune, Maharashtra 411057",Pune,"Solitaire Business Hub Kalewadi Phata, Pune, Maharashtra",Bronchial Asthma,5,5,4,,5,
3/13/2021 14:43:51,Surya Mother And Child Super Specialty Hospital,,"Pune Octroi Naka, Sr. No. 8 near Bhujbal Chowk Mumbai Hwy, Hinjawadi - Wakad Rd, Bhujbal Vasti, Wakad, Pune, Maharashtra 411057",Pune,"Sr. No. 8, Bhujbal Chowk, Near Wakad Octroi Naka, Hinjewadi Fly Bridge, Wakad, Pune, Maharashtra 411057",Bronchial Asthma,4,5,4,,4,
3/13/2021 14:44:41,KILBIL Child Clinic,"KILBIL Child Clinic, Dange Chowk Rd, above Dilip Sonigra jewellars, Karpe Nagar, Bhumkar Nagar, Hinjawadi, Pune, Maharashtra 411057","Dange Chowk Rd, above Dilip Sonigra jewellars, Karpe Nagar, Bhumkar Nagar, Hinjawadi, Pune, Maharashtra 411057",Pune,"Shop No-2, Unity Commercial, Opp Hdfc Home Loans, Baner Road, Baner, Baner Mahalunge Road, Pune, Maharashtra 411045",Bronchial Asthma,4,3,3,,3,
3/13/2021 14:45:36,Kush Neuro Hospital,,"prudentia building , mauli chauk, Datta Mandir Rd, near domino's pizza, Wakad, pune, Maharashtra 411027",Pune,"Near Datta Mandir, Wakad, Shankar Kalat Nagar, Pimpri-Chinchwad, Pune, Maharashtra 411057",Bronchial Asthma,5,5,4,,5,
3/13/2021 14:47:37,NRS Hospital,,"NRS Hospital, 1st Floor, Solitaire Business Hub Opp Hotel Ambiance, Kalewadi Phata, Wakad, Pune, Maharashtra 411057","1st Floor, Solitaire Business Hub Opp Hotel Ambiance, Kalewadi Phata, Wakad, Pune, Maharashtra 411057",Pune,"1St Floor, Solitaire Business Hub Opp Hotel Ambiance, Kalewadi Phata, Wakad, Pune, Maharashtra 411057",Bronchial Asthma,3,4,3,,3
3/13/2021 14:49:45,Dr Ashwini Patil Clinic,,"Dr Ashwini Patil Physician , Diabetologist Baner Balewadi Wakad Sus Pashan Pimple Nilakh Kothrud",Pune,"Dasra Chowk, Balewadi, Pune, Maharashtra",Bronchial Asthma,5,5,4,,5,
3/13/2021 14:50:50,Spinalogy Clinic,,"First Floor, Vidya Building, Next to Hotel Sarja, Towards Croma, Aundh, Pune, Maharashtra 411007",Pune,"First Floor, Vidya Building, Next to Hotel Sarja, Towards Croma, Aundh, Pune, Maharashtra 411007",Cervical spondylosis,4,4,3,,4,
3/13/2021 14:57:56,Spinalogy Clinic,,"First Floor, Vidya Building, Next to Hotel Sarja, Towards Croma, Aundh, Pune, Maharashtra 411007",Pune,"First Floor, Vidya Building, Next to Hotel Sarja, Towards Croma, Aundh, Pune, Maharashtra 411007",Cervical spondylosis,4,4,3,,4,
3/13/2021 14:58:43,Spinalogy Clinic,,"First Floor, Vidya Building, Next to Hotel Sarja, Towards Croma, Aundh, Pune, Maharashtra 411007",Pune,"First Floor, Vidya Building, Next to Hotel Sarja, Towards Croma, Aundh, Pune, Maharashtra 411007",Cervical spondylosis,4,3,4,,4,
3/13/2021 14:59:37,Spinalogy Clinic,,"First Floor, Vidya Building, Next to Hotel Sarja, Towards Croma, Aundh, Pune, Maharashtra 411007",Pune,"First Floor, Vidya Building, Next to Hotel Sarja, Towards Croma, Aundh, Pune, Maharashtra 411007",Cervical spondylosis,5,5,4,,5,
3/13/2021 15:00:19,Spinalogy Clinic,,"First Floor, Vidya Building, Next to Hotel Sarja, Towards Croma, Aundh, Pune, Maharashtra 411007",Pune,"First Floor, Vidya Building, Next to Hotel Sarja, Towards Croma, Aundh, Pune, Maharashtra 411007",Cervical spondylosis,4,5,4,,4,
3/13/2021 15:01:09,MUPPRA Hospital,,"Flat No. 1 & 4, Matoshree Dagdabai Smriti Sadan, Baner, Opp. Food Bazaar, Near Baner Telephone Exchange, Pune, Maharashtra 411045",Pune,"Kerala Ayurvedic Treatment, Flat No. 1 & 4, Matoshree Dagdabai Smriti Sadan, Baner, Opp. Food Bazaar, Near Baner Telephone Exchange, Pune, Maharashtra, India",Cervical spondylosis,5,3,5,,4,
3/13/2021 15:01:54,MUPPRA Hospital,,"Flat No. 1 & 4, Matoshree Dagdabai Smriti Sadan, Baner, Opp. Food Bazaar, Near Baner Telephone Exchange, Pune, Maharashtra 411045",Pune,"Kerala Ayurvedic Treatment, Flat No. 1 & 4, Matoshree Dagdabai Smriti Sadan, Baner, Opp. Food Bazaar, Near Baner Telephone Exchange, Pune, Maharashtra, India",Cervical spondylosis,4,3,3,,3,
3/13/2021 15:02:42,MUPPRA Hospital,,"Flat No. 1 & 4, Matoshree Dagdabai Smriti Sadan, Baner, Opp. Food Bazaar, Near Baner Telephone Exchange, Pune, Maharashtra 411045",Pune,"Kerala Ayurvedic Treatment, Flat No. 1 & 4, Matoshree Dagdabai Smriti Sadan, Baner, Opp. Food Bazaar, Near Baner Telephone Exchange, Pune, Maharashtra, India",Cervical spondylosis,3,4,4,,4,
